ID,City,Type_of_restaurant,Restaurant_rating,Dine_in_peak_flag,Machine_breakdown_flag,Festival,Weatherconditions,Road_traffic_density,Restaurant_load,Number_of_delivery_partners_nearby,multiple_deliveries,Distance_km,Dynamic_Surge_Multiplier,Order_Date,Time_Orderd,Time_Order_picked,Kitchen_Prep_Time (min),Time_taken (min),hour_of_day,day_of_week,is_weekend,travel_time_total,first_mile_frac,first_mile_time,last_mile_time
DEL15379,Pune,Cloud Kitchen,4.45,0,0,0,Sunny,Low,10,22,2,13.43,1.0,2025-01-27,20:09:00,20:48:00,24,79,20,0,0,55,0.4,22.0,33.0
DEL15380,Kolkata,Dine-in,3.82,0,0,0,Sunny,High,16,13,2,10.49,1.7,2025-01-10,07:01:00,08:08:00,50,105,7,4,0,55,0.4,22.0,33.0
DEL15381,Delhi,Home Kitchen,3.77,0,0,0,Sunny,Low,17,14,1,1.95,1.3,2025-03-11,17:18:00,18:31:00,62,80,17,1,0,18,0.4,7.2,10.799999999999999
DEL15382,Delhi,Dine-in,4.0,1,1,1,Rainy,Jam,20,15,1,6.3,2.5,2025-01-14,13:12:00,14:44:00,77,141,13,1,0,64,0.4,25.6,38.4
DEL15383,Mumbai,Cloud Kitchen,4.22,0,0,0,Rainy,Medium,16,18,0,5.69,1.6,2025-02-09,11:11:00,11:49:00,33,52,11,6,1,19,0.4,7.6000000000000005,11.4
DEL15384,Mumbai,Dine-in,4.17,1,0,0,Cloudy,Low,13,14,0,2.92,1.2,2025-03-27,12:48:00,13:41:00,42,58,12,3,0,16,0.4,6.4,9.6
DEL15385,Kolkata,Home Kitchen,4.24,0,0,0,Sunny,Medium,7,8,0,6.71,1.0,2025-02-03,06:50:00,07:46:00,44,72,6,0,0,28,0.4,11.200000000000001,16.8
DEL15386,Delhi,Home Kitchen,4.0,0,0,0,Cloudy,Low,12,18,0,13.49,1.0,2025-02-17,20:37:00,21:20:00,38,70,20,0,0,32,0.4,12.8,19.2
DEL15387,Pune,Cloud Kitchen,4.34,0,0,0,Sunny,Medium,15,22,1,12.3,1.0,2025-01-20,07:25:00,07:59:00,24,59,7,0,0,35,0.4,14.0,21.0
DEL15388,Bangalore,Home Kitchen,3.98,0,0,1,Sunny,Low,19,15,1,7.64,1.8,2025-01-26,03:54:00,04:48:00,44,76,3,6,1,32,0.4,12.8,19.2
DEL15389,Delhi,Cloud Kitchen,4.29,0,0,0,Sunny,Medium,10,8,1,8.08,1.0,2025-03-17,10:47:00,11:35:00,31,66,10,0,0,35,0.4,14.0,21.0
DEL15390,Kolkata,Dine-in,3.76,0,0,0,Rainy,Low,8,7,1,1.8,1.3,2025-03-31,11:10:00,12:05:00,37,65,11,0,0,28,0.4,11.200000000000001,16.8
DEL15391,Delhi,Cloud Kitchen,4.22,0,0,0,Cloudy,High,12,24,2,12.76,1.4,2025-01-06,20:43:00,21:29:00,31,97,20,0,0,66,0.4,26.400000000000002,39.6
DEL15392,Chennai,Home Kitchen,4.32,0,0,0,Sunny,Low,13,14,1,10.77,1.0,2025-01-05,18:18:00,19:14:00,45,78,18,6,1,33,0.4,13.200000000000001,19.8
DEL15393,Chennai,Dine-in,3.85,0,0,0,Cloudy,Medium,5,17,0,11.41,1.0,2025-01-07,01:03:00,01:49:00,41,66,1,1,0,25,0.4,10.0,15.0
DEL15394,Hyderabad,Cloud Kitchen,4.02,0,0,0,Sunny,Jam,10,6,1,6.77,1.4,2025-02-13,00:34:00,01:22:00,29,93,0,3,0,64,0.4,25.6,38.4
DEL15395,Chennai,Dine-in,4.12,1,0,0,Sunny,Jam,6,16,0,12.35,1.6,2025-03-26,13:18:00,14:16:00,48,120,13,2,0,72,0.4,28.8,43.199999999999996
DEL15396,Pune,Dine-in,4.35,0,0,0,Sunny,Low,8,5,0,10.92,1.0,2025-02-11,15:26:00,16:08:00,27,61,15,1,0,34,0.4,13.600000000000001,20.4
DEL15397,Kolkata,Dine-in,4.46,0,0,0,Rainy,High,10,20,1,6.11,1.7,2025-03-30,03:20:00,03:56:00,26,69,3,6,1,43,0.4,17.2,25.8
DEL15398,Mumbai,Dine-in,3.63,0,0,0,Sunny,Medium,8,17,2,2.63,1.0,2025-02-01,08:02:00,08:43:00,26,54,8,5,1,28,0.4,11.200000000000001,16.8
DEL15399,Kolkata,Cloud Kitchen,3.95,0,1,0,Sunny,Medium,9,13,2,5.6,1.0,2025-01-27,02:34:00,03:43:00,52,88,2,0,0,36,0.4,14.4,21.599999999999998
DEL15400,Kolkata,Cloud Kitchen,3.5,0,0,0,Cloudy,Medium,9,14,1,14.27,1.0,2025-02-24,02:26:00,03:05:00,28,67,2,0,0,39,0.4,15.600000000000001,23.4
DEL15401,Pune,Dine-in,4.08,0,0,0,Sunny,High,10,19,0,3.95,1.4,2025-03-29,09:28:00,10:15:00,42,58,9,5,1,16,0.4,6.4,9.6
DEL15402,Kolkata,Dine-in,3.51,0,0,0,Stormy,Medium,11,10,1,5.99,1.3,2025-03-03,15:55:00,16:56:00,46,80,15,0,0,34,0.4,13.600000000000001,20.4
DEL15403,Chennai,Cloud Kitchen,4.11,0,0,0,Rainy,Medium,8,14,1,14.39,1.3,2025-03-13,01:57:00,02:29:00,21,85,1,3,0,64,0.4,25.6,38.4
DEL15404,Hyderabad,Cloud Kitchen,4.02,0,0,0,Sunny,Low,5,18,1,13.58,1.0,2025-02-22,13:15:00,13:57:00,32,73,13,5,1,41,0.4,16.400000000000002,24.599999999999998
DEL15405,Hyderabad,Dine-in,4.19,0,1,0,Sunny,High,12,21,2,3.71,1.4,2025-02-27,06:04:00,07:28:00,69,104,6,3,0,35,0.4,14.0,21.0
DEL15406,Hyderabad,Home Kitchen,3.64,0,0,0,Sunny,Medium,12,11,0,7.16,1.0,2025-03-28,09:28:00,10:34:00,57,80,9,4,0,23,0.4,9.200000000000001,13.799999999999999
DEL15407,Hyderabad,Cloud Kitchen,4.08,0,0,0,Sunny,Medium,8,23,1,7.3,1.0,2025-02-17,01:46:00,02:31:00,35,62,1,0,0,27,0.4,10.8,16.2
DEL15408,Delhi,Dine-in,4.1,0,0,0,Cloudy,Low,9,10,0,11.35,1.0,2025-02-01,03:59:00,04:36:00,27,56,3,5,1,29,0.4,11.600000000000001,17.4
DEL15409,Chennai,Cloud Kitchen,4.24,0,0,0,Sunny,Medium,7,9,0,1.2,1.0,2025-02-17,04:09:00,04:49:00,29,42,4,0,0,13,0.4,5.2,7.8
DEL15410,Pune,Dine-in,3.34,0,0,0,Cloudy,High,12,21,1,1.06,1.4,2025-02-01,09:04:00,10:13:00,59,77,9,5,1,18,0.4,7.2,10.799999999999999
DEL15411,Delhi,Cloud Kitchen,4.14,0,0,0,Rainy,Medium,11,11,2,3.46,1.3,2025-03-15,08:43:00,09:26:00,24,59,8,5,1,35,0.4,14.0,21.0
DEL15412,Delhi,Dine-in,4.32,0,0,0,Rainy,Medium,12,17,0,11.94,1.3,2025-03-03,01:59:00,02:42:00,38,84,1,0,0,46,0.4,18.400000000000002,27.599999999999998
DEL15413,Mumbai,Cloud Kitchen,3.81,0,0,1,Sunny,Low,16,6,0,7.35,1.8,2025-01-14,00:27:00,01:25:00,44,71,0,1,0,27,0.4,10.8,16.2
DEL15414,Delhi,Dine-in,4.62,0,0,0,Rainy,Low,8,20,1,4.43,1.3,2025-03-17,03:44:00,04:28:00,34,61,3,0,0,27,0.4,10.8,16.2
DEL15415,Chennai,Cloud Kitchen,4.32,0,0,0,Sunny,Medium,8,5,1,14.31,1.0,2025-02-09,18:40:00,19:28:00,28,77,18,6,1,49,0.4,19.6,29.4
DEL15416,Kolkata,Cloud Kitchen,3.94,0,0,0,Sunny,Medium,12,7,1,3.8,1.0,2025-02-04,20:32:00,21:35:00,45,75,20,1,0,30,0.4,12.0,18.0
DEL15417,Hyderabad,Cloud Kitchen,3.85,0,0,1,Stormy,Jam,20,1,0,1.27,2.5,2025-01-26,08:49:00,09:50:00,42,70,8,6,1,28,0.4,11.200000000000001,16.8
DEL15418,Mumbai,Dine-in,4.4,0,0,0,Cloudy,Medium,12,20,0,4.27,1.0,2025-01-22,17:55:00,18:43:00,43,55,17,2,0,12,0.4,4.800000000000001,7.199999999999999
DEL15419,Delhi,Cloud Kitchen,4.13,0,0,0,Sunny,Low,13,21,0,14.85,1.0,2025-03-11,22:40:00,23:26:00,41,71,22,1,0,30,0.4,12.0,18.0
DEL15420,Mumbai,Dine-in,3.87,0,0,0,Cloudy,Medium,4,19,0,2.02,1.0,2025-02-02,10:19:00,10:57:00,33,43,10,6,1,10,0.4,4.0,6.0
DEL15421,Delhi,Cloud Kitchen,4.1,0,0,0,Stormy,High,12,16,0,2.4,1.7,2025-02-19,00:52:00,01:25:00,28,44,0,2,0,16,0.4,6.4,9.6
DEL15422,Chennai,Dine-in,3.74,1,0,0,Rainy,Medium,5,15,0,11.25,1.5,2025-02-27,14:51:00,15:44:00,43,81,14,3,0,38,0.4,15.200000000000001,22.8
DEL15423,Bangalore,Cloud Kitchen,4.05,0,0,0,Stormy,Low,12,10,0,14.15,1.3,2025-03-11,09:59:00,10:45:00,36,86,9,1,0,50,0.4,20.0,30.0
DEL15424,Hyderabad,Cloud Kitchen,3.93,0,0,0,Rainy,Medium,19,20,1,10.08,1.6,2025-03-18,10:08:00,10:52:00,34,73,10,1,0,39,0.4,15.600000000000001,23.4
DEL15425,Hyderabad,Cloud Kitchen,4.16,0,0,0,Sunny,Jam,6,8,1,12.57,1.4,2025-01-03,17:16:00,17:57:00,24,120,17,4,0,96,0.4,38.400000000000006,57.599999999999994
DEL15426,Mumbai,Dine-in,4.3,0,0,0,Sunny,Low,20,24,1,5.98,1.3,2025-03-11,06:45:00,07:42:00,47,73,6,1,0,26,0.4,10.4,15.6
DEL15427,Pune,Home Kitchen,3.71,0,0,0,Sunny,Low,8,14,1,10.33,1.0,2025-03-30,01:27:00,02:07:00,29,69,1,6,1,40,0.4,16.0,24.0
DEL15428,Mumbai,Dine-in,4.22,0,0,0,Rainy,Medium,6,21,0,8.03,1.3,2025-02-02,07:24:00,08:02:00,33,58,7,6,1,25,0.4,10.0,15.0
DEL15429,Hyderabad,Home Kitchen,4.03,0,0,0,Rainy,Medium,12,17,1,1.75,1.3,2025-01-11,19:43:00,20:25:00,32,50,19,5,1,18,0.4,7.2,10.799999999999999
DEL15430,Kolkata,Cloud Kitchen,4.16,0,0,0,Sunny,Low,9,19,0,12.32,1.0,2025-03-09,22:02:00,22:33:00,26,52,22,6,1,26,0.4,10.4,15.6
DEL15431,Pune,Cloud Kitchen,3.66,0,0,0,Sunny,Medium,7,6,1,2.1,1.0,2025-03-15,08:29:00,09:10:00,22,49,8,5,1,27,0.4,10.8,16.2
DEL15432,Bangalore,Cloud Kitchen,4.41,0,0,0,Sunny,Low,8,14,0,14.78,1.0,2025-03-13,21:24:00,22:02:00,32,73,21,3,0,41,0.4,16.400000000000002,24.599999999999998
DEL15433,Bangalore,Cloud Kitchen,4.12,0,0,0,Sunny,Low,5,5,2,14.01,1.0,2025-02-19,08:41:00,09:38:00,32,93,8,2,0,61,0.4,24.400000000000002,36.6
DEL15434,Pune,Cloud Kitchen,4.07,0,0,0,Cloudy,Low,7,24,2,2.69,1.0,2025-02-08,11:02:00,11:40:00,23,51,11,5,1,28,0.4,11.200000000000001,16.8
DEL15435,Bangalore,Cloud Kitchen,3.99,0,0,0,Sunny,High,7,18,2,9.91,1.4,2025-03-02,09:52:00,10:44:00,37,100,9,6,1,63,0.4,25.200000000000003,37.8
DEL15436,Delhi,Dine-in,3.72,0,0,0,Sunny,Low,9,8,1,5.98,1.0,2025-03-31,08:50:00,10:04:00,57,90,8,0,0,33,0.4,13.200000000000001,19.8
DEL15437,Hyderabad,Dine-in,3.93,0,0,0,Cloudy,High,12,13,0,1.15,1.4,2025-03-24,03:24:00,04:13:00,42,52,3,0,0,10,0.4,4.0,6.0
DEL15438,Pune,Dine-in,4.52,0,0,0,Sunny,Medium,9,19,0,9.59,1.0,2025-03-07,16:49:00,17:30:00,36,57,16,4,0,21,0.4,8.4,12.6
DEL15439,Chennai,Dine-in,4.06,1,0,0,Stormy,High,12,5,0,11.14,1.9,2025-02-25,21:07:00,22:06:00,39,104,21,1,0,65,0.4,26.0,39.0
DEL15440,Mumbai,Cloud Kitchen,4.28,0,0,0,Rainy,Medium,12,11,1,3.73,1.3,2025-02-27,12:21:00,13:21:00,46,73,12,3,0,27,0.4,10.8,16.2
DEL15441,Mumbai,Dine-in,4.25,1,0,0,Sunny,Medium,16,16,1,4.76,1.5,2025-03-15,19:37:00,20:31:00,39,69,19,5,1,30,0.4,12.0,18.0
DEL15442,Hyderabad,Dine-in,4.02,0,0,0,Rainy,High,10,20,1,5.94,1.7,2025-01-03,02:22:00,03:09:00,37,79,2,4,0,42,0.4,16.8,25.2
DEL15443,Delhi,Cloud Kitchen,4.18,0,0,0,Sunny,Low,5,21,1,12.38,1.0,2025-01-19,05:55:00,06:40:00,35,70,5,6,1,35,0.4,14.0,21.0
DEL15444,Hyderabad,Cloud Kitchen,3.81,0,0,0,Rainy,Medium,17,7,0,1.03,1.6,2025-03-11,07:10:00,07:59:00,36,52,7,1,0,16,0.4,6.4,9.6
DEL15445,Mumbai,Dine-in,4.05,0,0,0,Cloudy,Low,13,17,2,10.12,1.0,2025-02-17,23:16:00,00:01:00,30,70,23,0,0,40,0.4,16.0,24.0
DEL15446,Chennai,Dine-in,3.8,1,0,0,Sunny,Jam,7,19,1,13.11,1.6,2025-03-03,12:17:00,13:01:00,29,127,12,0,0,98,0.4,39.2,58.8
DEL15447,Hyderabad,Cloud Kitchen,3.78,0,0,0,Sunny,Medium,9,21,0,4.46,1.0,2025-01-17,12:58:00,13:34:00,31,47,12,4,0,16,0.4,6.4,9.6
DEL15448,Kolkata,Dine-in,3.88,0,0,0,Sunny,High,11,23,0,12.46,1.4,2025-03-31,01:46:00,02:36:00,45,86,1,0,0,41,0.4,16.400000000000002,24.599999999999998
DEL15449,Pune,Cloud Kitchen,4.14,0,0,0,Rainy,Medium,9,5,2,8.12,1.3,2025-03-07,11:03:00,11:50:00,22,83,11,4,0,61,0.4,24.400000000000002,36.6
DEL15450,Bangalore,Dine-in,4.05,0,0,1,Sunny,High,14,12,1,11.9,1.9,2025-01-14,11:46:00,12:50:00,51,102,11,1,0,51,0.4,20.400000000000002,30.599999999999998
DEL15451,Mumbai,Cloud Kitchen,4.17,0,0,0,Sunny,Low,11,14,0,1.44,1.0,2025-03-06,13:55:00,14:30:00,29,38,13,3,0,9,0.4,3.6,5.3999999999999995
DEL15452,Chennai,Dine-in,4.01,0,0,0,Stormy,Low,7,3,1,1.75,1.8,2025-01-11,04:23:00,05:20:00,35,67,4,5,1,32,0.4,12.8,19.2
DEL15453,Kolkata,Dine-in,3.43,0,0,0,Sunny,Medium,11,24,0,9.11,1.0,2025-03-17,11:02:00,12:03:00,56,77,11,0,0,21,0.4,8.4,12.6
DEL15454,Mumbai,Cloud Kitchen,3.31,0,0,0,Sunny,Medium,15,9,1,7.57,1.0,2025-01-12,04:48:00,05:38:00,34,72,4,6,1,38,0.4,15.200000000000001,22.8
DEL15455,Mumbai,Cloud Kitchen,4.5,0,0,0,Sunny,High,13,13,0,8.86,1.4,2025-01-06,18:41:00,19:17:00,29,71,18,0,0,42,0.4,16.8,25.2
DEL15456,Chennai,Cloud Kitchen,4.35,0,0,0,Cloudy,Medium,16,5,2,3.43,1.3,2025-02-04,19:50:00,20:43:00,28,68,19,1,0,40,0.4,16.0,24.0
DEL15457,Bangalore,Cloud Kitchen,4.09,0,0,0,Rainy,Medium,10,8,2,1.86,1.3,2025-01-02,11:41:00,12:29:00,26,61,11,3,0,35,0.4,14.0,21.0
DEL15458,Bangalore,Cloud Kitchen,4.44,0,0,0,Stormy,Low,12,4,1,1.78,1.8,2025-03-25,12:51:00,13:45:00,33,63,12,1,0,30,0.4,12.0,18.0
DEL15459,Kolkata,Home Kitchen,3.98,0,0,0,Cloudy,Medium,14,9,0,12.79,1.0,2025-02-28,07:54:00,08:55:00,50,92,7,4,0,42,0.4,16.8,25.2
DEL15460,Mumbai,Home Kitchen,4.31,0,0,0,Rainy,Low,5,10,0,11.62,1.3,2025-02-14,14:39:00,15:16:00,27,65,14,4,0,38,0.4,15.200000000000001,22.8
DEL15461,Delhi,Dine-in,4.05,0,0,0,Cloudy,Medium,10,13,0,9.74,1.0,2025-02-15,06:40:00,07:30:00,43,69,6,5,1,26,0.4,10.4,15.6
DEL15462,Hyderabad,Dine-in,3.88,1,0,0,Sunny,Medium,8,24,0,10.47,1.2,2025-02-10,14:58:00,16:04:00,56,91,14,0,0,35,0.4,14.0,21.0
DEL15463,Chennai,Cloud Kitchen,3.95,0,0,0,Sunny,Medium,14,16,0,10.32,1.0,2025-01-30,13:34:00,14:18:00,39,69,13,3,0,30,0.4,12.0,18.0
DEL15464,Hyderabad,Dine-in,3.79,0,0,0,Cloudy,High,10,23,0,2.93,1.4,2025-03-20,08:15:00,08:57:00,37,52,8,3,0,15,0.4,6.0,9.0
DEL15465,Mumbai,Home Kitchen,3.92,0,0,0,Sunny,Low,9,17,0,2.53,1.0,2025-02-14,19:30:00,20:29:00,54,64,19,4,0,10,0.4,4.0,6.0
DEL15466,Chennai,Home Kitchen,3.98,0,0,0,Rainy,High,12,10,1,5.1,1.7,2025-03-17,16:46:00,17:45:00,44,84,16,0,0,40,0.4,16.0,24.0
DEL15467,Chennai,Dine-in,3.96,1,0,0,Sunny,Medium,6,14,2,10.45,1.2,2025-02-24,14:27:00,15:19:00,31,78,14,0,0,47,0.4,18.8,28.2
DEL15468,Kolkata,Home Kitchen,4.02,0,0,0,Sunny,Low,10,12,0,8.74,1.0,2025-02-17,03:23:00,04:05:00,34,57,3,0,0,23,0.4,9.200000000000001,13.799999999999999
DEL15469,Delhi,Cloud Kitchen,4.79,0,0,0,Sunny,Jam,10,9,0,12.37,1.4,2025-02-14,04:21:00,04:58:00,26,90,4,4,0,64,0.4,25.6,38.4
DEL15470,Hyderabad,Home Kitchen,4.2,0,0,0,Sunny,Medium,8,5,0,1.65,1.0,2025-02-26,21:04:00,21:53:00,34,52,21,2,0,18,0.4,7.2,10.799999999999999
DEL15471,Pune,Dine-in,3.91,1,0,0,Sunny,Medium,14,12,2,8.18,1.2,2025-01-27,14:24:00,15:39:00,52,103,14,0,0,51,0.4,20.400000000000002,30.599999999999998
DEL15472,Delhi,Dine-in,4.09,1,0,0,Sunny,Low,13,9,0,13.79,1.2,2025-01-02,20:48:00,22:10:00,66,115,20,3,0,49,0.4,19.6,29.4
DEL15473,Delhi,Dine-in,4.25,0,0,0,Rainy,Low,14,13,0,11.99,1.3,2025-02-01,08:10:00,08:52:00,35,76,8,5,1,41,0.4,16.400000000000002,24.599999999999998
DEL15474,Chennai,Cloud Kitchen,4.07,0,0,0,Sunny,Medium,16,11,1,12.11,1.3,2025-03-30,23:16:00,00:14:00,44,83,23,6,1,39,0.4,15.600000000000001,23.4
DEL15475,Pune,Dine-in,3.96,0,0,0,Sunny,Jam,8,19,0,4.04,1.4,2025-01-07,22:57:00,23:52:00,50,72,22,1,0,22,0.4,8.8,13.2
DEL15476,Mumbai,Dine-in,4.35,0,0,0,Sunny,Medium,8,6,1,14.01,1.0,2025-01-31,03:03:00,03:51:00,29,76,3,4,0,47,0.4,18.8,28.2
DEL15477,Kolkata,Dine-in,3.57,0,0,0,Sunny,Medium,9,15,0,10.24,1.0,2025-01-02,10:07:00,10:44:00,32,62,10,3,0,30,0.4,12.0,18.0
DEL15478,Mumbai,Dine-in,4.07,0,0,0,Rainy,Medium,10,21,0,13.59,1.3,2025-01-09,02:27:00,03:03:00,31,83,2,3,0,52,0.4,20.8,31.2
DEL15479,Kolkata,Cloud Kitchen,3.95,0,0,0,Cloudy,Low,11,9,1,5.72,1.0,2025-03-06,13:50:00,14:33:00,27,57,13,3,0,30,0.4,12.0,18.0
DEL15480,Bangalore,Cloud Kitchen,4.27,0,0,0,Sunny,Medium,13,5,2,14.36,1.0,2025-01-03,08:06:00,09:01:00,30,97,8,4,0,67,0.4,26.8,40.199999999999996
DEL15481,Delhi,Home Kitchen,4.0,0,0,0,Sunny,High,8,16,1,2.04,1.4,2025-02-05,09:54:00,10:58:00,54,75,9,2,0,21,0.4,8.4,12.6
DEL15482,Hyderabad,Dine-in,3.94,0,0,0,Stormy,Medium,10,18,0,9.79,1.3,2025-01-31,00:58:00,01:39:00,36,75,0,4,0,39,0.4,15.600000000000001,23.4
DEL15483,Chennai,Dine-in,4.54,0,0,0,Sunny,Jam,8,7,1,7.81,1.4,2025-02-11,08:25:00,09:07:00,24,85,8,1,0,61,0.4,24.400000000000002,36.6
DEL15484,Chennai,Dine-in,3.94,0,0,0,Rainy,Low,14,11,1,4.54,1.3,2025-03-18,10:36:00,11:42:00,52,81,10,1,0,29,0.4,11.600000000000001,17.4
DEL15485,Kolkata,Dine-in,3.7,0,0,0,Cloudy,Low,8,21,0,9.76,1.0,2025-01-30,04:26:00,05:04:00,33,55,4,3,0,22,0.4,8.8,13.2
DEL15486,Mumbai,Cloud Kitchen,3.95,0,0,0,Cloudy,Low,13,20,0,8.72,1.0,2025-02-25,12:21:00,12:53:00,27,49,12,1,0,22,0.4,8.8,13.2
DEL15487,Hyderabad,Dine-in,3.94,0,0,0,Rainy,Jam,8,9,1,14.74,1.7,2025-03-11,00:37:00,01:35:00,42,152,0,1,0,110,0.4,44.0,66.0
DEL15488,Kolkata,Cloud Kitchen,4.44,0,0,0,Sunny,High,14,14,2,6.83,1.4,2025-03-20,04:48:00,05:31:00,27,71,4,3,0,44,0.4,17.6,26.4
DEL15489,Chennai,Cloud Kitchen,4.23,0,0,0,Cloudy,High,6,16,0,13.0,1.4,2025-02-06,22:31:00,23:11:00,35,83,22,3,0,48,0.4,19.200000000000003,28.799999999999997
DEL15490,Bangalore,Dine-in,4.04,0,0,0,Sunny,Medium,9,5,2,3.97,1.0,2025-02-21,01:44:00,02:48:00,39,82,1,4,0,43,0.4,17.2,25.8
DEL15491,Hyderabad,Cloud Kitchen,4.31,0,0,0,Sunny,Medium,6,22,2,10.81,1.0,2025-03-31,21:58:00,22:42:00,29,78,21,0,0,49,0.4,19.6,29.4
DEL15492,Mumbai,Dine-in,3.8,0,0,0,Rainy,High,10,2,1,7.2,2.2,2025-02-03,03:46:00,04:53:00,44,105,3,0,0,61,0.4,24.400000000000002,36.6
DEL15493,Mumbai,Cloud Kitchen,3.82,0,0,0,Sunny,Low,8,23,0,7.03,1.0,2025-02-07,00:53:00,01:28:00,30,47,0,4,0,17,0.4,6.800000000000001,10.2
DEL15494,Bangalore,Dine-in,3.69,0,0,0,Rainy,High,9,20,0,12.88,1.7,2025-03-17,07:42:00,08:12:00,25,104,7,0,0,79,0.4,31.6,47.4
DEL15495,Chennai,Dine-in,4.05,1,0,0,Cloudy,Low,8,14,1,1.7,1.2,2025-02-11,21:44:00,22:43:00,43,66,21,1,0,23,0.4,9.200000000000001,13.799999999999999
DEL15496,Kolkata,Cloud Kitchen,4.3,0,0,0,Stormy,Medium,12,10,2,14.64,1.3,2025-03-06,08:03:00,08:47:00,24,88,8,3,0,64,0.4,25.6,38.4
DEL15497,Kolkata,Cloud Kitchen,4.47,0,0,1,Rainy,Medium,18,8,0,9.62,2.1,2025-03-14,14:44:00,15:32:00,36,75,14,4,0,39,0.4,15.600000000000001,23.4
DEL15498,Bangalore,Home Kitchen,4.06,0,0,0,Cloudy,Jam,7,11,2,1.97,1.4,2025-02-17,08:21:00,09:06:00,26,65,8,0,0,39,0.4,15.600000000000001,23.4
DEL15499,Pune,Dine-in,3.69,0,0,0,Sunny,High,10,8,0,10.56,1.4,2025-03-25,16:59:00,17:41:00,30,72,16,1,0,42,0.4,16.8,25.2
DEL15500,Chennai,Cloud Kitchen,4.26,0,0,0,Sunny,Medium,7,8,0,8.71,1.0,2025-02-28,22:07:00,22:42:00,23,56,22,4,0,33,0.4,13.200000000000001,19.8
DEL15501,Delhi,Dine-in,4.22,0,0,0,Sunny,Medium,16,22,1,8.51,1.3,2025-03-17,02:27:00,03:06:00,29,63,2,0,0,34,0.4,13.600000000000001,20.4
DEL15502,Mumbai,Cloud Kitchen,4.02,0,0,0,Stormy,Jam,5,11,0,11.88,1.7,2025-02-26,16:05:00,16:36:00,22,116,16,2,0,94,0.4,37.6,56.4
DEL15503,Pune,Dine-in,4.29,0,0,0,Sunny,High,6,10,1,1.84,1.4,2025-02-17,16:48:00,17:29:00,26,50,16,0,0,24,0.4,9.600000000000001,14.399999999999999
DEL15504,Delhi,Dine-in,4.54,0,0,0,Rainy,Low,11,20,0,6.71,1.3,2025-03-16,15:42:00,16:28:00,41,69,15,6,1,28,0.4,11.200000000000001,16.8
DEL15505,Mumbai,Cloud Kitchen,4.39,0,0,0,Rainy,Jam,10,14,1,12.41,1.7,2025-03-02,07:37:00,08:23:00,35,126,7,6,1,91,0.4,36.4,54.6
DEL15506,Bangalore,Cloud Kitchen,4.34,0,0,0,Sunny,Medium,10,14,0,1.34,1.0,2025-02-23,01:00:00,01:38:00,32,41,1,6,1,9,0.4,3.6,5.3999999999999995
DEL15507,Delhi,Dine-in,4.14,0,0,0,Cloudy,Medium,13,11,1,4.95,1.0,2025-03-05,02:14:00,03:02:00,34,64,2,2,0,30,0.4,12.0,18.0
DEL15508,Chennai,Cloud Kitchen,4.38,0,0,0,Rainy,Low,7,20,1,13.54,1.3,2025-01-07,19:31:00,20:18:00,37,97,19,1,0,60,0.4,24.0,36.0
DEL15509,Chennai,Dine-in,4.28,0,0,0,Cloudy,High,7,22,0,5.91,1.4,2025-01-22,02:19:00,02:56:00,32,54,2,2,0,22,0.4,8.8,13.2
DEL15510,Delhi,Cloud Kitchen,4.52,0,0,0,Sunny,Low,9,6,1,12.5,1.0,2025-01-11,21:54:00,22:43:00,30,78,21,5,1,48,0.4,19.200000000000003,28.799999999999997
DEL15511,Mumbai,Cloud Kitchen,4.11,0,0,0,Sunny,High,7,10,1,12.15,1.4,2025-02-22,13:32:00,14:21:00,34,94,13,5,1,60,0.4,24.0,36.0
DEL15512,Bangalore,Dine-in,3.73,0,0,0,Rainy,Low,8,11,1,14.05,1.3,2025-02-11,02:44:00,03:27:00,29,95,2,1,0,66,0.4,26.400000000000002,39.6
DEL15513,Chennai,Cloud Kitchen,4.15,0,0,0,Cloudy,Low,17,8,1,2.21,1.3,2025-03-15,00:49:00,01:32:00,26,51,0,5,1,25,0.4,10.0,15.0
DEL15514,Hyderabad,Cloud Kitchen,4.22,0,0,0,Cloudy,Low,13,24,1,3.8,1.0,2025-02-24,22:24:00,23:07:00,33,56,22,0,0,23,0.4,9.200000000000001,13.799999999999999
DEL15515,Chennai,Cloud Kitchen,4.18,0,0,0,Stormy,Medium,11,2,0,5.05,1.8,2025-01-01,09:17:00,10:02:00,27,59,9,2,0,32,0.4,12.8,19.2
DEL15516,Hyderabad,Cloud Kitchen,3.6,0,0,0,Sunny,High,11,23,0,6.46,1.4,2025-01-05,17:26:00,18:17:00,46,73,17,6,1,27,0.4,10.8,16.2
DEL15517,Pune,Cloud Kitchen,4.24,0,0,0,Sunny,Jam,12,21,0,5.26,1.4,2025-01-18,17:27:00,18:10:00,38,66,17,5,1,28,0.4,11.200000000000001,16.8
DEL15518,Mumbai,Home Kitchen,4.42,0,0,0,Rainy,Medium,11,21,0,14.49,1.3,2025-03-31,13:38:00,14:16:00,33,79,13,0,0,46,0.4,18.400000000000002,27.599999999999998
DEL15519,Pune,Dine-in,4.75,0,0,0,Cloudy,High,15,16,0,5.05,1.4,2025-02-27,00:11:00,01:02:00,46,68,0,3,0,22,0.4,8.8,13.2
